orf_name	GenBank_accession	orf_space	in_db_space	in_ad_space
YBR135W	AY558186	II	1	1
YBR136W	EF058871	II	0	1
YBR137W	AY558187	II	1	1
YBR138C	DQ331295	II	0	1
YBR139W	AY692681	II	1	1
YBR140C		III	1	0
YBR141C	DQ331302	II	1	1
YBR142W		III	1	1
YBR143C	DQ331844	II	1	1
YBR145W	EF059102	II	1	1
YBR146W	EF059109	II	1	1
YBR147W	DQ331376	II	1	1
YBR148W		III	0	1
YBR149W	DQ332142	II	1	1
YBR150C	DQ332118	II	1	1
YBR151W	AY693048	II	0	1
YBR152W	AY693054	II	1	1
YBR153W	AY557713	II	1	1
YBR154C	EF059295	II	1	1
YBR155W	AY557873	II	1	1
YBR156C	EF059319	II	1	1
YBR157C	EF059328	II	1	1
YBR158W	AY723760	II	1	1
YBR159W	AY557868	II	1	1
YBR160W	EF058776	II	0	1
YBR161W	AY692764	II	1	1
YBR162C	DQ331222	II	1	1
YBR162W-A	AY558124	II	1	1
YBR163W	EF058810	II	1	1
YBR164C	DQ331582	II	1	1
YBR165W	AY557716	II	1	1
YBR166C	DQ332878	II	1	1
YBR167C	AY692830	II	1	1
YBR168W	AY692688	II	0	1
YBR169C	AY692880	II	1	1
YBR170C	DQ333117	II	1	1
YBR171W	AY558125	II	1	1
YBR172C	DQ332497	II	1	1
YBR173C	AY558126	II	0	1
YBR175W	AY693212	II	1	1
YBR176W	EF058764	II	1	1
YBR177C		III	1	1
YBR179C	EF058865	II	1	1
YBR180W		II	1	1
YBR181C		III	1	1
YBR182C	AY693072	II	1	1
YBR182C-A	EF058703	II	1	1
YBR183W	DQ332410	II	1	1
YBR184W	AY692613	II	1	1
YBR185C	AY557862	II	1	1
YBR186W		III	1	1
YBR187W	AY558567	II	0	1
YBR188C	AY558127	II	1	1
YBR189W		III	1	1
YBR191W		III	1	1
YBR192W	AY557871	II	1	1
YBR193C	AY557711	II	0	1
YBR194W	AY692669	II	1	1
YBR195C	AY692834	II	1	1
YBR196C	DQ331656	II	1	1
YBR196C-A	EF058713	II	1	1
YBR196C-B	EF058714	II	1	1
YBR197C	AY558128	II	0	1
YBR198C	AY692890	II	1	1
YBR199W	AY692898	II	1	1
YBR200W	DQ333121	II	1	1
YBR200W-A	EF058701	II	1	1
YBR201W	DQ332482	II	1	1
YBR201C-A		III	0	1
YBR202W		III	0	1
YBR203W		III	1	1
YBR204C	DQ331194	II	1	1
YBR205W	AY693211	II	1	1
YBR207W		III	1	1
YBR208C	DQ331548	II	0	1
YBR210W	DQ331542	II	1	1
YBR211C	AY692799	II	0	1
YBR212W	DQ331696	II	0	1
YBR213W	DQ331719	II	1	1
YBR214W	DQ331739	II	1	1
YBR215W		III	1	1
YBR216C		II	1	1
YBR217W	AY557706	II	1	1
YBR218C	EF059049	II	1	1
YBR219C		III	1	1
YBR220C	EF058622	II	1	1
YBR221C	AY692982	II	1	1
YBR221W-A	EF058676	II	1	1
YBR222C	DQ332993	II	1	1
YBR223C	EF059174	II	1	1
YBR225W	EF058350	II	1	1
YBR227C	DQ332320	II	1	1
YBR228W	DQ332352	II	0	1
YBR229C	DQ333090	II	0	1
YBR230C		III	1	1
YBR230W-A		III	0	1
YBR231C	DQ332750	II	1	1
YBR233W	EF058777	II	0	1
YBR233W-A	DQ331580	II	1	1
YBR234C	AY692758	II	1	1
YBR235W	DQ331223	II	0	1
YBR236C	AY692770	II	1	1
YBR237W	AY692817	II	1	1
YBR238C	EF058511	II	1	1
YBR239C		II	0	1
YBR240C	DQ333054	II	0	1
YBR241C	AY692595	II	1	1
YBR242W	AY692615	II	1	1
YBR243C		III	0	1
YBR244W	AY557641	II	1	1
YBR245C	DQ332498	II	0	1
YBR246W	AY692624	II	1	1
YBR247C	DQ333164	II	1	1
YBR248C	DQ332649	II	1	1
YBR249C	DQ332663	II	1	1
YBR250W	DQ332719	II	1	1
YBR251W	EF059223	II	0	1
YBR252W	AY693064	II	1	1
YBR253W	EF059244	II	0	1
YBR254C	DQ332215	II	0	1
YBR255W		III	1	0
YBR255C-A		III	1	1
YBR256C	DQ332405	II	1	1
YBR257W	DQ332414	II	0	1
YBR258C	AY557639	II	1	1
YBR259W	EF058427	II	1	1
YBR260C	DQ333087	II	1	1
YBR261C	DQ331171	II	1	1
YBR262C	AY558435	II	1	1
YBR263W	DQ331476	II	1	1
YBR264C	DQ331479	II	1	1
YBR265W	EF058825	II	1	1
YBR267W	EF058525	II	1	1
YBR268W	AY692835	II	1	1
YBR269C	EF058526	II	1	1
YBR270C	EF058490	II	1	1
YBR271W	AY692663	II	0	1
YBR272C	AY692825	II	1	1
YBR273C	DQ331317	II	1	1
YBR274W	DQ332934	II	0	1
YBR275C		III	0	1
YBR276C	EF059005	II	1	1
YBR278W	DQ331917	II	1	1
YBR279W	DQ331928	II	1	1
YBR280C		III	1	1
YBR281C	DQ331343	II	0	1
YBR282W	EF059116	II	1	1
YBR283C	AY692997	II	0	1
YBR284W	DQ332717	II	0	1
YBR285W	AY692586	II	1	1
YBR286W	EF059254	II	1	1
YBR287W	AY692590	II	1	1
YBR288C	EF059271	II	1	1
YBR289W	EF059353	II	0	1
YBR290W	DQ332375	II	1	1
YBR291C	DQ333097	II	1	1
YBR293W	AY692630	II	1	1
YBR294W	AY693178	II	1	1
YBR295W	EF058831	II	1	1
YBR296C	EF058840	II	1	1
YBR296C-A	DQ331416	II	1	1
YBR297W	AY692789	II	0	1
YBR298C	AY692794	II	1	1
YBR298C-A		III	1	1
YBR299W	DQ331676	II	1	1
YBR301W	AY693110	II	1	1
R0010W		III	1	1
R0020C		III	1	1
R0030W		III	1	1
R0040C		III	1	1
YCL073C	EF058566	II	1	1
YCL069W	DQ331287	II	1	1
YCL068C	AY692673	II	1	1
YCL064C	DQ332614	II	1	1
YCL063W	DQ332610	II	1	1
YCL061C	EF059442	II	1	1
YCL059C	AY692923	II	1	1
YCL058W-A		III	1	1
YCL058C	AY558144	II	1	1
YCL057C-A	DQ331252	II	1	1
YCL057W	AY723761	II	1	1
YCL056C	DQ331301	II	1	1
YCL055W	DQ331610	II	1	1
YCL054W		III	0	1
YCL052C	AY692756	II	1	1
YCL051W		III	1	1
YCL050C	DQ332651	II	1	1
YCL049C	EF058317	II	1	1
YCL048W-A		III	1	1
YCL048W	DQ331037	II	1	1
YCL047C		II	1	1
YCL045C	EF058599	II	1	1
YCL044C	EF058559	II	1	1
YCL043C	EF058971	II	1	1
YCL042W	EF058552	II	1	1
YCL040W		III	1	0
YCL039W	DQ331633	II	1	1
YCL038C	EF058817	II	1	1
YCL037C	EF058806	II	1	1
YCL036W	DQ332762	II	1	1
YCL035C	EF059429	II	1	1
YCL034W		III	1	1
YCL033C	DQ331158	II	1	1
YCL032W	DQ332531	II	1	1
YCL031C	DQ332369	II	1	1
YCL030C		III	1	1
YCL029C		II	1	1
YCL028W	DQ332387	II	1	1
YCL027W	EF059324	II	1	1
YCL026C-B	DQ331251	II	1	1
YCL026C-A	DQ331530	II	1	1
YCL025C	EF059208	II	1	1
YCL024W		III	1	1
YCL021W-A	EF058481	II	1	1
YCL018W	DQ331886	II	1	1
YCL017C	EF059036	II	1	1
YCL016C	EF059022	II	1	1
YCL014W	DQ331738	II	1	1
YCL012C		III	1	1
YCL011C	AY692807	II	1	1
YCL010C	EF058858	II	1	1
YCL009C	DQ331619	II	1	1
YCL008C	DQ331595	II	0	1
YCL005W-A		III	1	1
YCL005W	DQ331216	II	1	1
YCL004W	DQ331443	II	1	1
YCL002C		III	1	1
YCL001W		III	1	1
YCL001W-A	EF058467	II	0	1
YCL001W-B	EF058493	II	1	1
YCR001W	AY558146	II	1	1
YCR002C	DQ332535	II	1	1
YCR003W	AY693214	II	1	1
YCR004C	DQ331441	II	1	1
YCR005C	AY692837	II	1	1
YCR006C	AY558372	II	1	1
YCR007C	AY558149	II	0	1
YCR008W	DQ332253	II	1	1
YCR009C	DQ333058	II	1	1
YCR010C	DQ332165	II	0	1
YCR011C	AY693056	II	1	1
YCR012W		III	1	1
YCR014C	DQ332372	II	1	1
YCR015C	DQ331121	II	1	1
YCR016W	AY692612	II	1	1
YCR017C		III	0	1
YCR018C		III	1	1
YCR019W	AY693011	II	1	1
YCR020C	AY692952	II	1	1
YCR020C-A	AY558148	II	1	1
YCR020W-B	AY558371	II	1	1
YCR021C		III	0	1
YCR022C	AY558150	II	1	1
YCR023C	EF058634	II	1	1
YCR024C	EF058332	II	1	1
YCR024C-B		III	0	0
YCR024C-A	EF059188	II	1	1
YCR025C		III	1	1
YCR026C		III	1	1
YCR027C	AY693092	II	1	1
YCR028C	EF059299	II	1	1
YCR028C-A		III	1	1
YCR030C	DQ332323	II	1	1
YCR031C		III	1	0
YCR032W		III	0	1
YCR033W	EF059388	II	1	1
YCR034W	DQ332543	II	1	1
YCR035C	DQ332642	II	1	1
YCR036W	EF058407	II	1	1
YCR037C	DQ331454	II	1	1
YCR038C	DQ331556	II	1	1
YCR038C		II	1	1
YCR039C	AY692810	II	1	1
YCR040W	AY692791	II	1	1
YCR041W	AY693251	II	1	1
YCR042C	EF058861	II	1	1
YCR043C	AY558527	II	1	1
YCR044C	EF058930	II	1	1
YCR045C	DQ331299	II	1	1
YCR046C	AY692869	II	1	1
YCR047C	AY692877	II	1	1
YCR048W	AY692921	II	1	1
YCR050C		III	1	1
YCR051W	DQ331367	II	1	1
YCR052W	AY692985	II	1	1
YCR053W	AY723762	II	1	1
YCR054C		III	1	1
YCR057C	EF059213	II	1	1
YCR059C	AY693113	II	1	1
YCR060W	AY558151	II	1	1
YCR061W	AY693356	II	1	1
YCR061W	DQ331111	II	1	1
YCR063W	DQ332516	II	1	1
YCR065W	EF059417	II	1	1
YCR066W		III	1	1
YCR067C	AY693176	II	1	1
YCR068W	EF058804	II	1	1
YCR069W	AY558152	II	1	1
YCR071C	AY692820	II	1	1
YCR072C	AY692666	II	0	1
YCR073C	DQ331636	II	1	1
YCR073W-A	DQ331823	II	1	1
YCR075C	DQ331772	II	1	1
YCR075W-A	EF058718	II	1	1
YCR076C	DQ332797	II	0	1
YCR077C		III	0	1
YCR079W	EF058311	II	0	1
YCR081W		III	0	1
YCR082W	DQ331211	II	0	1
YCR083W	EF058780	II	0	1
YCR084C		II	1	1
YCR085W		III	1	1
YCR086W	AY558153	II	1	1
YCR087C-A	AY557640	II	1	1
YCR088W	DQ331740	II	1	1
YCR089W	DQ331761	II	1	1
YCR090C	AY558154	II	1	1
YCR091W	EF059351	II	1	1
YCR092C	EF059191	II	1	1
YCR093W		III	1	0
YCR094W	DQ332606	II	1	1
YCR095C	EF058432	II	1	1
YCR095W-A		III	1	1
YCR098C	EF058833	II	1	1
YCR099C	AY692670	II	1	1
YCR100C	DQ331092	II	1	1
YCR101C	AY692594	II	1	1
YCR102C	DQ331099	II	1	1
YCR104W	AY693140	II	1	1
YCR105W	DQ332493	II	1	1
YCR106W	EF059390	II	1	1
YCR107W	DQ332544	II	1	1
YCR108C		III	1	1
YDL248W		III	0	0
YDL247W		III	1	1
YDL246C	DQ331155	II	1	1
YDL245C		III	0	1
YDL244W		III	1	1
YDL243C	DQ332220	II	1	1
YDL242W		III	1	1
YDL241W	AY558375	II	0	1
YDL240W	EF059232	II	1	1
YDL239C	EF059197	II	0	1
YDL238C	DQ331052	II	1	1
YDL237W	AY692568	II	0	1
YDL236W	DQ332986	II	1	1
YDL235C	DQ331944	II	1	1
YDL234C	DQ331790	II	0	1
YDL233W	DQ331316	II	1	1
YDL232W		III	1	1
YDL231C	EF058972	II	1	1
YDL230W	DQ331762	II	1	1
YDL229W	EF058944	II	1	1
YDL227C	DQ332889	II	0	1
YDL226C	DQ332887	II	1	1
YDL225W		III	0	1
YDL224C	DQ332855	II	0	1
YDL223C		II	1	1
YDL222C	DQ331236	II	1	1
YDL220C	DQ332572	II	1	1
YDL219W		III	1	1
YDL218W	DQ331139	II	1	1
YDL217C	AY558171	II	1	1
YDL216C	DQ333110	II	0	1
YDL215C		III	1	1
YDL214C	DQ332245	II	1	1
YDL213C	AY557652	II	1	1
YDL212W	AY693071	II	1	1
YDL211C		III	1	1
YDL210W	DQ333001	II	1	1
YDL209C	AY693022	II	1	1
YDL208W	EF059156	II	1	1
YDL207W	EF059153	II	1	1
YDL206W	DQ331359	II	1	1
YDL205C		III	1	1
YDL204W		III	1	1
YDL203C	DQ331353	II	0	1
YDL202W	DQ331908	II	1	1
YDL201W	DQ332938	II	1	1
YDL200C	DQ331801	II	1	1
YDL199C	EF058372	II	1	1
YDL198C	AY693086	II	1	1
YDL197C	EF059177	II	1	1
YDL195W		II	1	1
YDL194W		III	1	1
YDL193W	DQ332812	II	1	1
YDL192W	DQ331952	II	1	1
YDL191W		III	0	0
YDL190C		III	1	1
YDL189W	DQ332023	II	1	1
YDL188C	DQ332400	II	1	1
YDL186W	AY692610	II	1	1
YDL185W	DQ333092	II	0	1
YDL184C	AY693059	II	1	1
YDL183C	AY692579	II	1	1
YDL182W	DQ332171	II	1	1
YDL181W	AY558374	II	1	1
YDL180W	DQ331034	II	1	1
YDL179W	AY557655	II	1	1
YDL178W	AY723765	II	1	1
YDL177C	AY557642	II	1	1
YDL176W		III	1	1
YDL175C	EF059489	II	0	1
YDL174C	DQ332540	II	1	1
YDL173W	AY558569	II	1	1
YDL171C		III	0	1
YDL170W	DQ332454	II	1	1
YDL169C	AY557651	II	1	1
YDL168W	DQ332325	II	1	1
YDL167C	DQ333063	II	1	1
YDL166C	AY558568	II	1	1
YDL165W	AY557644	II	0	1
YDL164C	AY723764	II	1	1
YDL161W	EF059076	II	0	1
YDL160C-A	DQ331439	II	1	1
YDL160C	DQ332926	II	0	1
YDL159W-A		II	1	1
YDL159W	DQ332957	II	1	1
YDL157C	AY557638	II	1	1
YDL156W	DQ332794	II	1	1
YDL155W	AY692856	II	0	1
YDL154W	DQ331693	II	1	1
YDL153C	AY692844	II	1	1
YDL150W	DQ331533	II	1	1
YDL149W		III	1	0
YDL148C		III	0	1
YDL147W	EF059466	II	1	1
YDL146W	AY692631	II	1	1
YDL145C	DQ332446	II	1	1
YDL144C	DQ331131	II	1	1
YDL143W	EF059354	II	1	1
YDL142C		III	0	1
YDL141W	DQ333060	II	1	1
YDL140C		III	0	1
YDL139C	AY558164	II	1	1
YDL138W		III	1	1
YDL137W	AY693030	II	1	1
YDL136W		III	1	1
YDL135C	AY558165	II	1	1
YDL134C		III	1	1
YDL133W		III	1	0
YDL132W	DQ331921	II	1	1
YDL131W	AY692941	II	1	1
YDL131W	DQ331916	II	1	1
YDL130W-A		III	1	1
YDL130W		III	0	1
YDL129W	EF058614	II	1	1
YDL128W	DQ331922	II	1	1
YDL127W	DQ331835	II	1	1
YDL126C		III	0	1
YDL125C		III	1	1
YDL124W	DQ332799	II	1	1
YDL123W	AY558162	II	1	1
YDL122W	EF058900	II	1	1
YDL121C	AY558161	II	1	1
YDL120W	AY558160	II	1	1
YDL119C	AY692648	II	1	1
YDL117W	DQ331495	II	1	1
YDL116W	DQ331483	II	1	1
YDL115C	AY558163	II	0	1
YDL114W	DQ331180	II	1	1
YDL113C	EF059441	II	1	1
YDL112W		III	0	1
YDL111C	EF059348	II	1	1
YDL110C	DQ331124	II	1	1
YDL109C	DQ331305	II	1	1
YDL108W	DQ331733	II	1	1
YDL107W	DQ331609	II	1	1
YDL106C		III	0	1
YDL105W		III	1	1
YDL104C		III	1	1
YDL103C	DQ332825	II	1	1
YDL102W		III	1	1
YDL101C		III	1	0
YDL100C	AY693164	II	1	1
YDL099W	DQ331161	II	0	1
YDL098C		III	1	1
YDL097C	DQ332487	II	1	1
YDL095W	DQ332324	II	1	1
YDL093W		III	1	1
YDL092W	AY558159	II	1	1
YDL091C	DQ332814	II	1	1
YDL090C	AY692971	II	1	1
YDL089W	EF058639	II	1	1
YDL088C	AY692972	II	1	1
YDL087C	DQ331945	II	1	1
YDL086W	EF058591	II	0	1
YDL085C-A	EF058486	II	1	1
YDL085W	EF059019	II	1	1
YDL084W	AY692907	II	1	1
YDL083C	DQ331716	II	1	1
YDL082W		III	1	1
YDL081C	AY558526	II	1	1
YDL080C		III	1	1
YDL079C		III	1	1
YDL078C	DQ331538	II	1	1
YDL077C	EF058844	II	0	1
YDL076C	EF058650	II	0	1
YDL075W		III	1	1
YDL074C		III	1	1
YDL073W		III	1	1
YDL072C	AY558158	II	1	1
YDL070W		III	1	1
YDL069C	DQ333128	II	1	1
YDL067C	AY558525	II	0	1
YDL066W	DQ332276	II	1	1
YDL065C	DQ333048	II	0	1
YDL064W		III	1	1
YDL063C		II	1	1
YDL061C		III	1	1
YDL060W	DQ331940	II	0	1
YDL059C	AY693025	II	1	1
YDL058W		III	0	0
YDL057W	EF058626	II	1	1
YDL056W	DQ332978	II	0	1
YDL055C		III	1	1
YDL054C	DQ332942	II	1	1
YDL053C	EF058571	II	1	1
YDL052C	AY692892	II	1	1
YDL051W	AY558373	II	1	1
YDL049C		III	1	1
YDL048C	EF058911	II	1	1
YDL047W	DQ332886	II	1	0
YDL046W	AY692671	II	1	1
YDL045W-A	AY558524	II	1	1
YDL045C	AY558157	II	1	1
YDL044C	DQ332844	II	1	1
YDL043C	EF059458	II	1	1
YDL042C		III	1	0
YDL040C	DQ332586	II	1	1
YDL039C	AY557637	II	1	1
YDL037C	DQ331760	II	1	1
YDL036C	AY692682	II	1	1
YDL035C	DQ331722	II	1	1
YDL033C	DQ331257	II	1	1
YDL031W		III	1	1
YDL030W		III	0	1
YDL029W	EF059220	II	0	1
YDL028C		III	1	1
YDL027C	DQ331028	II	1	1
YDL025C	AY692716	II	1	1
YDL024C		III	1	1
YDL022C-A		III	1	0
YDL022W	DQ332921	II	1	1
YDL021W	AY692876	II	1	1
YDL020C	AY723763	II	0	1
YDL019C	EF058890	II	1	1
YDL018C		III	1	1
YDL017W	DQ331611	II	0	1
YDL015C	DQ332832	II	1	1
YDL014W		II	1	1
YDL013W	EF059425	II	1	1
YDL012C		III	0	1
YDL010W		III	1	1
YDL009C		III	1	1
YDL008W	DQ332559	II	0	1
YDL007C-A		III	1	1
YDL007W	DQ332386	II	1	1
YDL006W	EF059323	II	1	1
YDL005C	AY558156	II	0	1
YDL004W	AY558155	II	1	1
YDL003W	EF059203	II	1	1
YDL002C	DQ332000	II	1	1
YDL001W	DQ332999	II	1	1
YDR001C	EF059101	II	1	1
YDR002W		III	1	1
YDR003W	DQ331053	II	1	1
YDR003W-A	EF058684	II	1	1
YDR004W	DQ332131	II	1	1
YDR005C		III	1	1
YDR006C		III	1	1
YDR007W	EF059307	II	1	1
YDR009W	AY723766	II	1	1
YDR011W		III	0	0
YDR012W	AY558570	II	1	1
YDR013W	AY557650	II	1	1
YDR014W	EF059490	II	0	1
YDR014W-A		III	1	1
YDR016C	AY557635	II	0	1
YDR017C	EF058855	II	0	1
YDR018C	DQ332771	II	1	1
YDR019C	DQ331608	II	1	1
YDR020C	AY558571	II	1	1
YDR021W	AY723767	II	1	1
YDR022C	AY557645	II	0	1
YDR023W	DQ332902	II	1	1
YDR025W	DQ332908	II	1	1
YDR026C	DQ332795	II	0	1
YDR027C	DQ332951	II	1	1
YDR028C	DQ332960	II	1	1
YDR029W	AY693275	II	1	1
YDR030C	DQ332963	II	0	1
YDR031W		III	0	1
YDR032C	AY557646	II	1	1
YDR033W	DQ331998	II	1	1
YDR034C	AY723768	II	0	1
YDR034C-A		III	1	1
YDR034W-B	AY557634	II	1	1
YDR035W	AY557657	II	1	1
YDR036C	AY723769	II	0	1
YDR037W	DQ332351	II	1	1
YDR038C	EF059320	II	1	1
YDR039C	DQ333099	II	1	1
YDR040C	EF059306	II	1	1
YDR041W	AY557648	II	1	1
YDR042C	AY557647	II	1	1
YDR043C	AY557653	II	1	1
YDR044W	AY557656	II	1	1
YDR045C	AY557636	II	1	1
YDR046C	EF059430	II	1	1
YDR047W	DQ331467	II	1	1
YDR049W	AY723770	II	0	1
YDR050C	AY557654	II	1	1
YDR051C	DQ331270	II	1	1
YDR052C		III	0	1
YDR054C	DQ331769	II	1	1
YDR055W	DQ331872	II	1	1
YDR056C	AY557649	II	1	1
YDR057W	DQ331900	II	1	1
YDR058C	AY557691	II	1	1
YDR059C	DQ333005	II	1	1
YDR060W	DQ333168	II	1	1
YDR061W	EF058442	II	1	1
YDR062W	AY723771	II	1	1
YDR063W	DQ331246	II	1	1
YDR064W		III	1	1
YDR065W	AY557697	II	1	1
YDR066C	DQ331266	II	1	1
YDR067C	AY558491	II	1	1
YDR068W	AY557687	II	1	1
YDR069C	DQ331855	II	0	1
YDR070C	AY557660	II	1	1
YDR071C	AY557672	II	0	1
YDR072C	AY723772	II	1	1
YDR073W	AY557668	II	0	1
YDR074W	DQ332612	II	0	1
YDR075W	AY557686	II	1	1
YDR076W	AY723773	II	1	1
YDR077W	AY557693	II	0	1
YDR078C	AY557677	II	0	1
YDR079W	AY557662	II	0	1
YDR079C-A	DQ331258	II	1	1
YDR080W	EF058895	II	1	1
YDR081C	EF058898	II	0	1
YDR082W	AY723774	II	0	1
YDR083W	DQ331799	II	1	1
YDR084C	AY557674	II	0	1
YDR085C	AY723775	II	1	1
YDR086C	AY557659	II	1	1
YDR087C	DQ331918	II	1	1
YDR088C	AY557701	II	1	1
YDR089W		II	1	1
YDR090C	AY557688	II	1	1
YDR091C	AY723776	II	1	1
YDR092W		III	1	1
YDR093W		III	0	1
YDR096W	DQ332232	II	0	1
YDR097C	DQ332240	II	1	1
YDR098C	EF059270	II	0	1
YDR099W	DQ333113	II	0	1
YDR100W	AY558572	II	1	1
YDR101C	EF059013	II	1	1
YDR102C		III	1	1
YDR103W	EF059098	II	0	1
YDR104C	DQ331967	II	0	1
YDR105C	DQ332992	II	1	1
YDR106W	AY557682	II	1	1
YDR107C	EF058338	II	1	1
YDR108W	DQ332160	II	1	1
YDR109C	EF058352	II	1	1
YDR110W	DQ332161	II	0	1
YDR111C	AY723777	II	1	1
YDR113C	AY558573	II	1	1
YDR115W	AY557661	II	0	1
YDR114C		III	0	1
YDR116C	AY557683	II	1	1
YDR117C	EF058415	II	1	1
YDR118W	EF059427	II	0	1
YDR119W		II	0	1
YDR119W-A		III	0	1
YDR120C		II	1	1
YDR121W	AY557673	II	0	1
YDR122W	DQ331593	II	0	1
YDR123C	AY557685	II	0	1
YDR124W	DQ331272	II	0	1
YDR125C	EF058888	II	1	1
YDR126W	AY557692	II	1	1
YDR127W		III	0	0
YDR128W	DQ331340	II	0	1
YDR129C		III	0	1
YDR130C	AY557684	II	1	1
YDR131C	DQ331153	II	1	1
YDR132C	EF058437	II	1	1
YDR135C	DQ331455	II	1	1
YDR137W	EF058867	II	1	1
YDR138W	DQ331591	II	1	1
YDR139C		III	0	1
YDR140W	AY557676	II	1	1
YDR141C		III	0	0
YDR142C	AY557700	II	1	1
YDR143C	DQ332415	II	1	1
YDR144C	DQ333111	II	1	1
YDR145W	DQ332596	II	0	1
YDR146C	AY723778	II	0	1
YDR147W	EF059457	II	1	1
YDR148C	EF059462	II	1	1
YDR150W		III	1	1
YDR151C	AY557690	II	1	1
YDR152W	AY557681	II	1	1
YDR153C	AY557702	II	1	1
YDR155C	AY557665	II	1	1
YDR156W	AY557664	II	0	1
YDR157W		III	1	0
YDR158W	AY557698	II	1	1
YDR159W	DQ331914	II	1	1
YDR160W	EF059003	II	1	1
YDR161W	DQ331351	II	1	1
YDR162C	AY557678	II	0	1
YDR163W	AY557669	II	0	1
YDR164C	DQ331919	II	1	1
YDR165W	EF059078	II	1	1
YDR166C	DQ331943	II	1	1
YDR167W	DQ332069	II	0	1
YDR168W	DQ333010	II	1	1
YDR169C	DQ332094	II	1	1
YDR169C-A	EF058699	II	1	1
YDR170C		III	1	0
YDR171W	AY558574	II	1	1
YDR172W	DQ332244	II	1	1
YDR173C	AY557696	II	1	1
YDR174W	AY557680	II	0	1
YDR175C	AY557689	II	1	1
YDR176W		III	1	1
YDR177W	AY557675	II	1	1
YDR178W	AY557671	II	0	1
YDR179C	AY557666	II	1	1
YDR179W-A	DQ331086	II	1	1
YDR180W		III	0	0
YDR181C	EF058837	II	1	1
YDR182W	DQ332853	II	1	1
YDR182W-A	EF058738	II	1	1
YDR183W	AY558575	II	0	1
YDR184C	AY558576	II	0	1
YDR185C	AY557670	II	0	1
YDR186C	DQ331289	II	0	1
YDR188W	DQ331824	II	1	1
YDR189W	DQ331843	II	1	1
YDR190C		III	1	1
YDR191W	AY557699	II	1	1
YDR192C	AY723779	II	1	1
YDR194C		III	1	1
YDR194W-A	EF058687	II	1	1
YDR195W	EF059108	II	1	1
YDR196C	AY557679	II	0	1
YDR197W	AY558577	II	1	1
YDR198C	EF058340	II	1	1
YDR200C		II	1	1
YDR201W	AY557667	II	1	1
YDR202C	AY557695	II	1	1
YDR204W	DQ332529	II	1	1
YDR205W	DQ332631	II	1	1
YDR206W	DQ332650	II	1	1
YDR207C	DQ332662	II	1	1
YDR208W		III	1	1
YDR210W	AY557658	II	1	1
YDR209C		III	1	1
YDR211W	DQ332209	II	1	1
YDR212W	DQ332222	II	1	1
YDR213W	DQ332399	II	0	1
YDR214W	AY557694	II	1	1
YDR216W	DQ332421	II	0	1
YDR217C	DQ332426	II	1	1
YDR218C	DQ332591	II	0	1
YDR219C	DQ332754	II	1	1
YDR221W	EF058433	II	1	1
YDR222W	AY557795	II	1	1
YDR223W	DQ332766	II	0	1
YDR224C	AY557724	II	1	1
YDR225W	EF058839	II	1	1
YDR226W	AY558578	II	1	1
YDR227W	EF058904	II	0	1
YDR228C		II	0	1
YDR229W	DQ331800	II	1	1
YDR231C	AY557731	II	1	1
YDR232W	AY723780	II	1	1
YDR233C	AY558579	II	1	1
YDR234W	AY723781	II	1	1
YDR235W	EF059070	II	1	1
YDR236C	AY557733	II	1	1
YDR237W	AY557745	II	1	1
YDR238C	DQ331936	II	1	1
YDR239C	AY723782	II	1	1
YDR240C	AY723783	II	1	1
YDR242W	AY723784	II	1	1
YDR243C	EF059131	II	0	1
YDR244W	AY723785	II	0	1
YDR245W	AY557792	II	1	1
YDR246W	EF059278	II	1	1
YDR246W-A	EF058731	II	1	1
YDR247W	DQ333109	II	1	1
YDR248C	DQ331129	II	1	1
YDR249C	DQ332745	II	1	1
YDR251W	DQ333153	II	1	1
YDR252W	AY557726	II	1	1
YDR253C	AY557729	II	0	1
YDR254W	DQ331521	II	1	1
YDR255C	AY557796	II	1	1
YDR256C	AY723786	II	1	1
YDR257C	AY723787	II	1	1
YDR258C	EF058912	II	1	1
YDR259C	AY557790	II	0	1
YDR260C	AY557727	II	0	1
YDR261C	DQ331639	II	1	1
YDR262W	AY557738	II	1	1
YDR263C	EF058976	II	0	1
YDR264C		III	0	1
YDR265W	AY557788	II	1	1
YDR266C	EF058611	II	1	1
YDR267C	DQ331365	II	1	1
YDR268W	DQ331978	II	1	1
YDR270W	EF059150	II	1	1
YDR272W	AY557739	II	1	1
YDR273W	AY723788	II	0	1
YDR274C		III	0	1
YDR275W	AY557736	II	1	1
YDR276C	AY557718	II	1	1
YDR277C	DQ332507	II	1	1
YDR278C		III	1	1
YDR279W	AY557789	II	1	1
YDR280W	AY557748	II	1	1
YDR281C	AY557721	II	1	1
YDR282C	DQ331345	II	0	1
YDR283C		III	1	0
YDR284C	AY557744	II	1	1
YDR285W	DQ332031	II	1	1
YDR286C	AY557722	II	1	1
YDR287W	AY557746	II	0	1
YDR288W	AY557747	II	1	1
YDR289C	AY557793	II	1	1
YDR291W	EF058568	II	1	1
YDR292C	DQ331812	II	1	1
YDR293C	DQ331826	II	1	1
YDR294C	DQ332947	II	1	1
YDR295C		II	1	1
YDR296W	AY557735	II	1	1
YDR297W	DQ331960	II	1	1
YDR298C	AY557732	II	1	1
YDR299W	AY723789	II	0	1
YDR300C	EF058793	II	1	1
